spotify_id,artist,track,file_path,genre,valence,arousal,colour
6rjuKpPydT2SxN15TZpV7r,Lil Tecca,500lbs,spotify_audio/122.mp3,hiphop,4.7169342041015625,5.983407020568848,red
1Y1jtaZOJYgXBl7lKdLc9o,Lil Yachty,A Cold Sunday,spotify_audio/123.mp3,hiphop,5.605023384094238,5.846134185791016,blue
3ScMs95OaNlkrZuRe7gyYa,NLE Choppa,PISTOL PACCIN,spotify_audio/124.mp3,hiphop,5.2815351486206055,4.9418745040893555,red
2Adxpr1j5lSihOCsmIfflJ,Kid Cudi,GET OFF ME (with Travis Scott),spotify_audio/125.mp3,hiphop,5.417421817779541,4.691453456878662,blue
4QTlxavdQGUVitxAvQqqkU,BigXthaPlug,Mmhmm,spotify_audio/126.mp3,hiphop,5.320727825164795,5.942873954772949,blue
6ulEymrJ2Azx1uo3YHSE5w,41,Bent,spotify_audio/127.mp3,hiphop,5.340068340301514,4.73604679107666,red
5gzEL5O1ubbtIHUhLkSMTz,Tee Grizzley,Loop Hole (feat. 21 Savage),spotify_audio/128.mp3,hiphop,5.464103698730469,5.965411186218262,blue
5ZDIwpR2JMwuRM8xumtmxn,Lil Tecca,Down With Me,spotify_audio/129.mp3,pop,5.119326591491699,4.662861347198486,red
779jpZikRmH99DiSVpwCHD,310babii,soak city (do it),spotify_audio/130.mp3,hiphop,5.701560974121094,5.378573417663574,blue
6uFG0BRd3BaonWjEGuHYAh,Yeat,As We Speak (feat. Drake),spotify_audio/131.mp3,hiphop,4.514221668243408,4.166597366333008,red
0tCqfQ0MHZBYvsZ169ZnUM,Polo G,Sorrys & Ferraris,spotify_audio/132.mp3,hiphop,4.203252792358398,4.538681507110596,red
582YxhgpJEY0aEHQtVQFhO,That Mexican OT,02.02.99,spotify_audio/133.mp3,hiphop,5.94823694229126,4.5367751121521,blue
4iEoDBAgMJIzest7VsDgmT,BossMan Dlow,Get In With Me,spotify_audio/134.mp3,hiphop,5.745723724365234,5.736331939697266,blue
3QlntWTqoupz5pnBTCnNvt,Gunna,Bittersweet,spotify_audio/135.mp3,hiphop,4.5191473960876465,4.499077320098877,red
73f5rpLgydSRIvHzRLcJFF,Lil Baby,Crazy,spotify_audio/136.mp3,hiphop,5.190075397491455,5.606566429138184,red
2yrEBYkFqRcT65jRXnIICU,Kodak Black,Shampoo,spotify_audio/137.mp3,hiphop,4.874131202697754,5.557998180389404,red
3K5yjMCFHN4TRWKj1zdKIQ,ScHoolboy Q,Yeern 101,spotify_audio/138.mp3,hiphop,5.068836688995361,3.994795322418213,red
0SdBkFh6u5IHIXqlBu0NyI,GloRilla,Yeah Glo!,spotify_audio/139.mp3,hiphop,6.3415913581848145,6.293046951293945,blue
35gu7pEQ2gOLUvskspCD3Y,Turbo,Bachelor,spotify_audio/140.mp3,hiphop,4.579739570617676,4.176131248474121,red
,Sleepy Hallow,Cupid's Guidance,spotify_audio/141.mp3,hiphop,5.435601234436035,5.807467460632324,blue
